id,nominador,nominado,práctica,motivo,fecha
337,WITHGI,HCETRA,trabajo en equipo,liderazgo,2020-10-01 14:48:34
338,ZGFFFA,XXOQZL,Gestión visual,integridad,2021-01-04 12:33:50
339,MARBVV,KEUSNF,trabajo en equipo,flexibilidad,2021-10-07 15:53:38
340,LGERMY,BGOPCF,5S,flexibilidad,2022-12-08 15:58:48
341,RZBQVC,EKJNGS,trabajo en equipo,integridad,2022-07-27 14:35:48
342,URYLNS,LMJATX,Gestión visual,eficiencia,2022-04-05 12:47:31
343,VRLILS,TVGKMZ,trabajo en equipo,eficiencia,2022-06-17 14:16:38
344,HGTZXV,EQTLKU,5S,flexibilidad,2022-12-16 08:05:40
345,WPCELQ,TVGKMZ,5S,flexibilidad,2020-02-11 09:55:13
346,XXDOCZ,CMSRDQ,5S,integridad,2021-09-02 13:33:15
347,TQGKAB,TQGKAB,trabajo en equipo,flexibilidad,2022-09-09 14:20:42
348,RXEKOY,JVPKMH,Mejor enfocada,integridad,2021-04-13 12:08:36
349,GJXAOW,EHQSCS,Gestión visual,integridad,2020-12-16 08:00:40
350,FDKEFG,DSPLFC,Gestión visual,liderazgo,2020-12-11 08:05:21
351,UTGFSG,TOUMIM,Mejor enfocada,liderazgo,2020-03-23 15:01:39
352,MMMROI,MELVYR,trabajo en equipo,integridad,2020-05-26 09:49:50
353,MDEJQG,HOSBFJ,trabajo en equipo,liderazgo,2022-09-13 16:50:37
354,RHBVCY,LRNAYY,5S,flexibilidad,2021-01-22 08:30:41
355,YMYLFX,XQOAVC,Mindset digital,eficiencia,2022-03-23 16:25:57
356,USOPPP,KJSLKY,Gestión visual,flexibilidad,2022-09-02 15:06:47
357,YPEREB,IJZCZD,5S,flexibilidad,2021-08-11 13:15:54
358,ICSTSE,BVNVRI,5S,eficiencia,2022-03-18 16:42:28
359,TQGKAB,NUBWLD,5S,flexibilidad,2021-01-25 14:18:21
360,VGUJXS,PARQZG,Gestión visual,flexibilidad,2021-04-19 16:16:14
361,OQIZSN,JCOBFG,Mindset digital,eficiencia,2021-03-02 14:37:49
362,HGTZXV,CGGPQA,Gestión visual,integridad,2022-08-04 13:25:17
363,YELGTT,SKBQGD,Mejor enfocada,liderazgo,2022-10-13 13:35:19
364,GBNGHK,ASKKCQ,trabajo en equipo,integridad,2020-07-08 08:29:21
365,USOPPP,FDKEFG,5S,integridad,2020-11-13 14:52:21
366,YWBCVM,WPQVQF,Gestión visual,flexibilidad,2022-08-03 15:01:04
367,UXWVVZ,UXOIKV,Gestión visual,liderazgo,2020-09-11 08:51:24
368,GTKOAR,EKOPDB,5S,flexibilidad,2022-05-20 10:09:08
369,VGUJXS,MELVYR,Mejor enfocada,flexibilidad,2020-03-27 13:18:24
370,TTJBUR,QIFFFW,trabajo en equipo,integridad,2020-04-03 08:25:33
371,WJTRJS,VFHEHR,Gestión visual,flexibilidad,2022-05-11 13:47:42
372,XGLFJS,LRDAXO,Gestión visual,flexibilidad,2021-05-25 14:50:36
373,XXOQZL,QBRDLY,Gestión visual,eficiencia,2021-05-05 11:15:10
374,KELKAC,FSGQEK,Mindset digital,flexibilidad,2022-07-05 16:26:51
375,EKJNGS,EKJNGS,Gestión visual,eficiencia,2022-03-21 16:05:15
376,ZGFFFA,ZGFFFA,Mejor enfocada,flexibilidad,2022-06-20 08:29:08
377,XBWZWG,PWAOVJ,Gestión visual,liderazgo,2020-07-01 08:20:25
378,PAFJGV,NAAYMW,Mejor enfocada,integridad,2021-04-01 09:41:43
379,XXXQMD,XXDOCZ,5S,flexibilidad,2020-03-04 10:37:26
380,UUSLBB,NUQHZM,trabajo en equipo,integridad,2020-04-02 13:45:35
381,OALJGY,MELVYR,Gestión visual,liderazgo,2020-09-28 14:33:42
382,ZGFFFA,QBRDLY,Gestión visual,liderazgo,2020-01-06 16:14:14
383,RHBVCY,IYSOAD,Mejor enfocada,liderazgo,2021-02-24 08:05:11
384,XXOQZL,DSHWKM,Mindset digital,liderazgo,2020-12-23 11:57:18
385,YYZTHO,PARQZG,Mindset digital,eficiencia,2021-08-26 13:30:42
386,UGJBEZ,SLTRCW,5S,integridad,2022-11-21 09:10:43
387,JCOBFG,CATXCK,Gestión visual,eficiencia,2021-06-17 16:15:52
388,UGJBEZ,TJVMBD,Mindset digital,flexibilidad,2020-07-17 14:59:05
389,ZGFFFA,XBWZWG,Mindset digital,eficiencia,2021-01-18 15:51:58
390,ULHLQI,CGGPQA,trabajo en equipo,flexibilidad,2021-02-18 10:13:13
391,YMYLFX,HVGQZL,Mindset digital,integridad,2022-11-07 08:03:14
392,NUQHZM,DSHWKM,trabajo en equipo,integridad,2022-06-02 11:54:58
393,VGUJXS,LMJATX,trabajo en equipo,flexibilidad,2022-04-26 16:18:46
394,ZGFFFA,YYZTHO,Mejor enfocada,eficiencia,2021-11-05 13:03:19
395,UGTYPD,KHQIMX,Mindset digital,flexibilidad,2021-12-09 16:58:02
396,WITHGI,MPAOFI,Mejor enfocada,flexibilidad,2020-12-28 13:40:14
397,MDEJQG,CSVDUZ,Gestión visual,liderazgo,2021-02-16 10:28:31
398,JCOBFG,JCOBFG,Gestión visual,eficiencia,2021-05-07 14:20:51
399,LMJATX,CSVDUZ,Gestión visual,integridad,2020-07-14 12:44:04
400,QWEVBT,MYMUVU,trabajo en equipo,liderazgo,2021-07-06 12:03:42
401,YELGTT,QOQREG,5S,integridad,2021-06-16 15:57:23
402,PAFJGV,EAOTWG,5S,eficiencia,2020-09-11 09:02:30
403,XPKFER,OBTZBH,5S,eficiencia,2021-04-12 08:56:06
404,TOUMIM,LYQTZB,Gestión visual,integridad,2022-03-08 15:29:26
405,ULHLQI,ICOBBV,Gestión visual,liderazgo,2022-08-05 08:15:43
406,RFOFIV,RCBJMC,Gestión visual,integridad,2020-04-14 11:56:31
407,XQOAVC,IJZCZD,Gestión visual,flexibilidad,2020-04-08 14:07:17
408,YELGTT,VTURVS,Gestión visual,integridad,2020-03-05 14:58:53
409,XXOQZL,SESMZO,trabajo en equipo,flexibilidad,2022-02-14 15:02:26
410,ZVRSPJ,KQMIRF,5S,flexibilidad,2020-08-28 12:06:17
411,TQGKAB,PKOKGH,Mindset digital,flexibilidad,2021-02-15 15:33:53
412,SESMZO,PHZJVT,Mindset digital,eficiencia,2020-10-16 14:05:33
413,ZJTHTP,YSDXVW,Mejor enfocada,eficiencia,2022-02-04 11:04:31
414,RXRBPK,RHLLVF,Mindset digital,eficiencia,2020-04-13 08:34:16
415,UIUGGE,NUQHZM,trabajo en equipo,liderazgo,2020-02-26 08:13:35
416,URYLNS,THIDGP,trabajo en equipo,eficiencia,2022-07-19 16:16:50
417,IYSOAD,EAOTWG,5S,integridad,2022-08-03 16:51:59
418,XXDOCZ,OTDUUD,5S,eficiencia,2020-05-21 16:11:06
419,PHZJVT,KUIQQV,trabajo en equipo,integridad,2020-05-08 16:10:16
420,OSDYJF,GULPBH,5S,integridad,2022-03-07 09:00:17
421,XXOQZL,XOKEPR,Mindset digital,integridad,2022-04-07 14:09:04
422,GKWWEC,CTJUNF,Mindset digital,liderazgo,2022-09-23 16:27:48
423,XXDOCZ,XKNINO,Mindset digital,liderazgo,2021-07-16 10:56:52
424,ZGFFFA,YBPEUH,Gestión visual,eficiencia,2022-11-24 16:20:50
425,UUSLBB,URYLNS,Gestión visual,liderazgo,2020-08-21 13:33:40
426,VTURVS,IJZCZD,trabajo en equipo,integridad,2020-04-10 13:15:56
427,WTEZZM,UGTYPD,5S,liderazgo,2022-10-13 14:04:28
428,XQOAVC,XQOAVC,Gestión visual,flexibilidad,2020-06-17 12:38:29
429,ZVRSPJ,ZJTHTP,5S,eficiencia,2020-04-21 16:57:58
430,CRLVKD,ACMRSR,trabajo en equipo,flexibilidad,2022-08-02 12:17:05
431,THIDGP,ICOBBV,5S,integridad,2020-01-03 09:00:50
432,LUTHTK,HVSCPV,trabajo en equipo,integridad,2021-09-13 12:59:53
433,ZJTHTP,YMYLFX,Mindset digital,integridad,2020-08-03 14:15:24
434,VRLILS,UGJBEZ,Mindset digital,flexibilidad,2020-05-25 09:18:13
435,UXWVVZ,RFOFIV,5S,flexibilidad,2022-08-18 13:05:53
436,TTJBUR,MSAPPM,5S,integridad,2020-03-11 15:47:12
437,OIMGGQ,NGQYDO,trabajo en equipo,flexibilidad,2020-04-08 16:16:35
438,ACMRSR,AAYJSY,trabajo en equipo,eficiencia,2022-07-07 09:05:56
439,BPNTVI,AORPNC,Mejor enfocada,flexibilidad,2020-09-22 16:00:04
440,LRNAYY,GTKOAR,Gestión visual,flexibilidad,2020-11-26 13:48:48
441,YPEREB,IJZCZD,Mindset digital,liderazgo,2020-03-12 13:01:09
442,XOKEPR,IRQQGL,Gestión visual,eficiencia,2021-09-17 11:22:20
443,WIRZZR,GSAZKQ,trabajo en equipo,integridad,2020-05-26 13:26:37
444,WJTRJS,JGDITO,trabajo en equipo,integridad,2021-09-15 16:35:11
445,QOUKJT,KJSLKY,Mindset digital,eficiencia,2020-12-11 16:50:02
446,SCEBLG,AOPCNY,Mindset digital,eficiencia,2022-03-24 13:32:39
447,NOPCYT,JQFVBG,trabajo en equipo,flexibilidad,2021-12-24 16:15:13
448,RCBJMC,MKXWIX,Mindset digital,liderazgo,2022-09-16 10:08:33
449,XGLFJS,WPQVQF,trabajo en equipo,flexibilidad,2022-04-15 15:46:22
450,YWBCVM,JYSKJJ,Mejor enfocada,eficiencia,2020-07-13 08:57:57
451,YPEREB,ICSTSE,Mindset digital,flexibilidad,2022-12-08 13:50:16
452,ZVRSPJ,XOKEPR,Mindset digital,integridad,2021-11-11 16:13:45
453,JSRCFO,ASKKCQ,Mindset digital,eficiencia,2020-12-03 12:16:20
454,TCYMBR,ACMRSR,Mindset digital,liderazgo,2020-03-18 13:23:43
455,KEUSNF,HDMEBS,Mindset digital,liderazgo,2022-06-01 08:30:13
456,ZVRSPJ,ZGFFFA,5S,eficiencia,2021-05-04 12:25:08
457,CHZYGW,BPNTVI,Mejor enfocada,liderazgo,2022-07-21 08:36:10
458,OALJGY,MSAPPM,Gestión visual,integridad,2021-03-03 15:56:39
459,UGTYPD,SKTDVR,Gestión visual,eficiencia,2021-07-19 16:52:13
460,HDMEBS,DSHWKM,Gestión visual,flexibilidad,2022-05-05 10:54:50
461,SKTDVR,HVSCPV,Mindset digital,liderazgo,2022-06-09 09:13:36
462,MDEJQG,FISWLE,Mejor enfocada,liderazgo,2022-07-12 14:47:36
463,QVGXTN,IJZCZD,Mindset digital,liderazgo,2022-12-14 14:24:47
464,PUJIAS,BYARQR,Mejor enfocada,integridad,2022-04-13 10:12:05
465,XBWZWG,USOPPP,Mindset digital,integridad,2020-07-23 13:10:56
466,NUQHZM,GHZJTZ,Mindset digital,liderazgo,2021-09-07 16:48:52
467,YWBCVM,YMYLFX,Mejor enfocada,integridad,2022-10-14 11:50:29
468,ZJTHTP,XXOQZL,Mindset digital,eficiencia,2021-07-05 12:35:37
469,ZVRSPJ,YSDXVW,5S,eficiencia,2021-04-27 09:04:20
470,VFHEHR,MDEJQG,trabajo en equipo,integridad,2020-01-03 08:46:53
471,XXDOCZ,HOCGQX,5S,eficiencia,2022-11-23 12:17:33
472,YXITAI,UPALUH,5S,integridad,2022-02-28 09:17:41
473,SESMZO,LUTHTK,Mejor enfocada,eficiencia,2022-09-15 08:38:20
474,ZJTHTP,YYZTHO,Gestión visual,eficiencia,2020-11-19 11:57:59
475,RHLLVF,NOPCYT,trabajo en equipo,integridad,2021-12-23 12:40:39
476,XXDOCZ,PARQZG,Mindset digital,eficiencia,2022-01-19 13:51:21
477,PZTNGZ,GZTILD,Gestión visual,integridad,2022-10-14 08:16:11
478,WIRZZR,RHLLVF,Mejor enfocada,liderazgo,2021-12-07 08:42:50
479,XOKEPR,LOOGPX,Mindset digital,integridad,2021-07-20 15:45:31
480,QIFFFW,ADACNO,5S,liderazgo,2021-08-19 16:44:19
481,HPCBNT,CUCDHW,Mejor enfocada,eficiencia,2021-09-01 12:49:50
482,JSRCFO,AKNUZC,Gestión visual,integridad,2020-06-01 08:50:33
483,PAFJGV,GKWWEC,Mejor enfocada,integridad,2021-08-23 11:11:21
484,ZGFFFA,YPEREB,5S,flexibilidad,2020-11-18 10:26:26
485,ICSTSE,GSAZKQ,Gestión visual,integridad,2022-01-07 08:02:58
486,UGJBEZ,IRQQGL,Mindset digital,eficiencia,2020-06-22 14:08:02
487,QOQREG,GKWWEC,Mejor enfocada,flexibilidad,2020-12-08 14:33:47
488,ZJTHTP,ZJTHTP,Gestión visual,liderazgo,2021-12-16 14:51:31
489,ZFSNEE,XXDOCZ,Mejor enfocada,eficiencia,2020-10-02 08:34:43
490,UGTYPD,OIMGGQ,Gestión visual,flexibilidad,2022-08-11 15:57:37
491,NUQHZM,JGDITO,Gestión visual,eficiencia,2022-01-06 09:35:40
492,NGQYDO,BPNTVI,trabajo en equipo,flexibilidad,2022-10-19 10:02:16
493,SKBQGD,SCEBLG,5S,flexibilidad,2020-10-06 09:22:29
494,KELKAC,CHZYGW,5S,eficiencia,2021-08-18 09:15:47
495,XKNINO,RFOFIV,Mejor enfocada,integridad,2021-02-25 11:36:10
496,SPISFP,QWEVBT,5S,liderazgo,2020-10-22 16:32:34
497,VTURVS,PDZTYG,Mejor enfocada,liderazgo,2022-10-03 11:58:26
498,MDSLPF,HCETRA,5S,eficiencia,2020-01-03 15:01:32
499,QVGXTN,BGOPCF,trabajo en equipo,flexibilidad,2020-02-19 13:50:04
500,ZJTHTP,HGTZXV,Gestión visual,flexibilidad,2021-02-17 14:40:18
501,XPKFER,GBNGHK,Mejor enfocada,integridad,2021-03-10 14:11:55
502,UXOIKV,UIUGGE,trabajo en equipo,flexibilidad,2021-01-26 12:36:32
503,UXOIKV,MDEJQG,Mejor enfocada,liderazgo,2022-10-19 08:26:27
504,UXOIKV,IWZWZC,5S,liderazgo,2022-09-05 11:39:07
505,ZJTHTP,YMYLFX,Mindset digital,liderazgo,2020-06-11 08:51:12
506,ZGFFFA,THIDGP,5S,eficiencia,2020-06-23 10:34:19
507,LGERMY,EHQSCS,trabajo en equipo,eficiencia,2020-04-14 09:40:23
508,OQIZSN,LTJQSN,Mejor enfocada,liderazgo,2022-03-14 16:22:43
509,SLTRCW,HGTZXV,5S,eficiencia,2020-08-07 11:57:55
510,UTGFSG,UGJBEZ,5S,flexibilidad,2020-10-06 13:00:51
511,UUSLBB,RHLLVF,trabajo en equipo,flexibilidad,2021-11-24 08:46:48
512,XXOQZL,GTKOAR,5S,liderazgo,2022-01-13 16:40:00
513,YBPEUH,LTJQSN,5S,liderazgo,2022-07-15 14:52:38
514,YPEREB,KVXWQK,Mejor enfocada,integridad,2022-09-26 12:49:29
515,XBWZWG,QWEVBT,5S,eficiencia,2022-12-15 14:46:20
516,UGJBEZ,OIMGGQ,Mejor enfocada,flexibilidad,2022-03-02 13:43:35
517,NUBWLD,IJZCZD,Mindset digital,flexibilidad,2022-06-06 14:21:31
518,VRLILS,KQMIRF,trabajo en equipo,integridad,2021-10-20 10:01:22
519,YMYLFX,YBPEUH,Gestión visual,integridad,2021-12-03 13:16:46
520,SRHEUW,OSDYJF,Mindset digital,eficiencia,2022-11-03 13:48:05
521,QOUKJT,PAFJGV,trabajo en equipo,flexibilidad,2022-04-05 08:44:17
522,KUIQQV,DIUYMP,Gestión visual,integridad,2022-07-14 10:14:50
523,XPKFER,MYMUVU,5S,eficiencia,2022-07-28 09:43:11
524,YWBCVM,WPCELQ,Mejor enfocada,eficiencia,2021-01-08 08:26:03
525,TJZCUB,MDSLPF,5S,liderazgo,2021-03-12 13:36:16
526,PAFJGV,COAWHR,5S,integridad,2021-03-02 10:17:07
527,TCYMBR,SESMZO,trabajo en equipo,liderazgo,2020-07-01 13:19:31
528,LRDAXO,KELKAC,Mejor enfocada,eficiencia,2021-08-19 10:08:59
529,TJVMBD,BKSNPB,Mejor enfocada,integridad,2022-12-08 13:53:51
530,UPALUH,MARBVV,Mejor enfocada,flexibilidad,2022-11-03 09:04:25
531,WIRZZR,MDEJQG,Mejor enfocada,liderazgo,2021-06-24 10:18:39
532,UTGFSG,UIUGGE,Gestión visual,integridad,2022-06-10 13:19:09
533,PWAOVJ,OCRIHG,Mejor enfocada,eficiencia,2020-03-16 09:15:20
534,ZVRSPJ,XBWZWG,5S,flexibilidad,2020-07-01 13:54:17
535,YWBCVM,FSGQEK,trabajo en equipo,liderazgo,2020-05-11 11:00:56
536,YBPEUH,OQASBV,Mejor enfocada,liderazgo,2022-10-17 13:57:26
537,UXWVVZ,SRHEUW,5S,liderazgo,2021-11-17 12:09:42
538,YBPEUH,XOKEPR,Gestión visual,flexibilidad,2022-01-11 10:25:11
539,MARBVV,KQMIRF,trabajo en equipo,liderazgo,2022-07-04 12:01:21
540,XXDOCZ,TVGKMZ,Gestión visual,integridad,2022-07-27 08:41:28
541,TNFUQD,BOVVQR,Mejor enfocada,liderazgo,2021-05-07 09:47:05
542,XXDOCZ,XKNINO,Mejor enfocada,liderazgo,2022-03-23 10:13:40
543,WPQVQF,UUSLBB,Mejor enfocada,flexibilidad,2020-03-19 13:23:24
544,YBPEUH,XXOQZL,5S,liderazgo,2021-11-03 12:48:54
545,YPEREB,RHBVCY,Mejor enfocada,flexibilidad,2020-09-23 16:30:50
546,XXOQZL,XXDOCZ,Gestión visual,eficiencia,2021-07-19 08:54:27
547,NUBWLD,IRQQGL,Mejor enfocada,eficiencia,2021-09-17 09:50:48
548,NUBWLD,EKOPDB,Mejor enfocada,liderazgo,2020-06-17 16:58:55
549,NAAYMW,LRNAYY,trabajo en equipo,liderazgo,2020-02-20 10:54:29
550,LRDAXO,JYSKJJ,Gestión visual,flexibilidad,2020-10-27 09:27:42
551,WEAMZG,VGUJXS,5S,liderazgo,2020-12-25 12:01:57
552,YSDXVW,TJZCUB,trabajo en equipo,eficiencia,2022-09-12 16:12:04
553,RHLLVF,BOVVQR,Mejor enfocada,integridad,2022-07-01 14:35:23
554,YPEREB,LHAHZY,Mejor enfocada,integridad,2020-09-14 08:41:33
555,YSDXVW,KLBYOH,Mindset digital,integridad,2020-05-18 12:44:19
556,YYZTHO,XXXQMD,5S,integridad,2022-12-01 16:24:46
557,VRLILS,HGTZXV,Mindset digital,integridad,2020-04-07 10:47:43
558,NAAYMW,GJNMKD,Gestión visual,flexibilidad,2021-12-22 12:13:38
559,YYZTHO,VRLILS,5S,liderazgo,2021-05-03 14:49:25
560,KLBYOH,IYSOAD,Gestión visual,liderazgo,2021-12-20 09:05:22
561,DSHWKM,AHCZOB,5S,flexibilidad,2022-06-03 14:15:51
562,UXOIKV,OSDYJF,Gestión visual,liderazgo,2021-05-06 15:43:59
563,YBPEUH,XXXQMD,Mejor enfocada,eficiencia,2021-02-26 11:03:34
564,TOUMIM,QOUKJT,Mindset digital,liderazgo,2020-12-09 14:20:38
565,MPAOFI,ICSTSE,Gestión visual,integridad,2022-10-17 15:45:04
566,OHZSFW,OHZSFW,trabajo en equipo,liderazgo,2021-07-20 16:24:30
567,KELKAC,BYARQR,Mejor enfocada,eficiencia,2021-02-01 10:47:09
568,OSDYJF,CATXCK,5S,liderazgo,2021-10-14 10:09:22
569,LBTOGT,CTJUNF,Mejor enfocada,integridad,2020-07-15 12:14:50
570,YSDXVW,MYMUVU,5S,flexibilidad,2021-05-17 16:10:54
571,RZBQVC,PDZTYG,Mejor enfocada,flexibilidad,2021-03-23 10:54:51
572,TOUMIM,EQTLKU,Gestión visual,flexibilidad,2022-02-22 10:45:44
573,GKWWEC,CATXCK,Mejor enfocada,eficiencia,2021-04-26 08:07:26
574,NGQYDO,NGQYDO,Mejor enfocada,flexibilidad,2021-11-19 13:01:38
575,SKTDVR,LRNAYY,Mejor enfocada,eficiencia,2020-12-22 16:33:41
576,HOSBFJ,GULPBH,Mindset digital,liderazgo,2020-05-19 13:35:47
577,OALJGY,FVVYVK,Mindset digital,liderazgo,2020-02-07 16:03:08
578,SKTDVR,MYMUVU,trabajo en equipo,flexibilidad,2022-08-05 12:45:13
579,XPKFER,JDKPXA,Gestión visual,integridad,2022-04-18 12:38:11
580,ZVRSPJ,ZGFFFA,Gestión visual,eficiencia,2022-03-18 09:40:55
581,ZVRSPJ,YPEREB,Mejor enfocada,integridad,2021-01-11 16:55:31
582,ZVRSPJ,ZJTHTP,Mejor enfocada,eficiencia,2020-06-04 15:52:23
583,ICSTSE,IAINEP,trabajo en equipo,eficiencia,2022-11-17 14:23:57
584,WEAMZG,QOUKJT,5S,integridad,2020-08-24 08:53:48
585,VRLILS,ODRKER,Gestión visual,eficiencia,2021-04-06 14:52:06
586,KUIQQV,KQMIRF,5S,liderazgo,2022-02-18 09:48:59
587,WPQVQF,OBTZBH,Mindset digital,eficiencia,2020-07-03 12:31:20
588,XKNINO,AORPNC,Mindset digital,integridad,2021-11-03 16:06:51
589,YELGTT,UGJBEZ,5S,flexibilidad,2022-05-10 16:15:27
590,UPALUH,ICOBBV,5S,eficiencia,2022-02-24 12:32:33
591,VTURVS,UUSLBB,trabajo en equipo,flexibilidad,2022-05-16 16:06:08
592,OSDYJF,OQIZSN,Mejor enfocada,integridad,2021-02-17 16:07:05
593,IJZCZD,CGGPQA,trabajo en equipo,integridad,2022-10-13 16:04:28
594,YPEREB,NUQHZM,5S,eficiencia,2022-09-05 14:15:38
595,HOSBFJ,AICYGJ,5S,integridad,2020-12-18 15:32:12
596,TTJBUR,JVPKMH,Mindset digital,flexibilidad,2022-07-04 11:58:18
597,TQGKAB,OQIZSN,Gestión visual,flexibilidad,2021-09-02 09:26:04
598,XKNINO,UTGFSG,Mindset digital,eficiencia,2021-10-27 13:11:28
599,UGTYPD,SKBQGD,trabajo en equipo,liderazgo,2020-09-01 13:43:46
600,KLBYOH,BPNTVI,Gestión visual,flexibilidad,2021-09-01 11:09:24
601,WITHGI,TOUMIM,5S,flexibilidad,2022-08-11 09:30:37
602,TQGKAB,RFOFIV,Mindset digital,eficiencia,2021-07-12 11:41:59
603,MARBVV,LOCLBR,trabajo en equipo,integridad,2020-12-10 09:47:53
604,YYZTHO,YELGTT,Mejor enfocada,flexibilidad,2020-09-14 13:31:04
605,IWZWZC,IAINEP,Gestión visual,integridad,2022-04-25 08:15:17
606,XKNINO,PWAOVJ,Gestión visual,integridad,2021-11-02 11:22:23
607,QOQREG,NAAYMW,trabajo en equipo,integridad,2021-04-23 15:58:47
608,OBTZBH,EQTLKU,5S,integridad,2022-10-14 09:31:46
609,WEAMZG,QVGXTN,Mindset digital,liderazgo,2020-10-28 10:17:33
610,XXOQZL,OQIZSN,Mejor enfocada,integridad,2020-01-20 10:05:25
611,LUTHTK,LOCLBR,Mindset digital,integridad,2020-05-13 13:01:12
612,QBRDLY,OALJGY,Mindset digital,eficiencia,2020-10-02 14:51:16
613,NUQHZM,LUTHTK,trabajo en equipo,eficiencia,2020-05-08 09:14:53
614,ZVRSPJ,ULHLQI,Gestión visual,flexibilidad,2020-12-17 13:37:33
615,NUBWLD,EQTLKU,Mindset digital,flexibilidad,2020-04-20 08:46:14
616,WTEZZM,MDEJQG,Mindset digital,flexibilidad,2022-09-09 11:17:21
617,XPKFER,WJTRJS,Mindset digital,eficiencia,2020-10-08 15:17:48
618,WEAMZG,PDZTYG,trabajo en equipo,integridad,2020-06-05 11:58:50
619,ZVRSPJ,YYZTHO,Mejor enfocada,eficiencia,2020-03-05 14:11:45
620,YYZTHO,SRHEUW,Mindset digital,integridad,2022-12-26 08:42:52
621,XGLFJS,AUDTVZ,Gestión visual,eficiencia,2020-04-23 14:22:46
622,OHZSFW,JGDITO,trabajo en equipo,eficiencia,2022-12-14 10:08:10
623,XGLFJS,WPCELQ,trabajo en equipo,eficiencia,2020-07-20 08:12:39
624,PUJIAS,MYMUVU,trabajo en equipo,integridad,2020-01-03 11:48:21
625,BOVVQR,AORPNC,Mejor enfocada,eficiencia,2020-02-20 14:12:47
626,GHZJTZ,EQTLKU,5S,flexibilidad,2020-04-24 09:23:52
627,TVGKMZ,GGCZIW,Mejor enfocada,flexibilidad,2022-07-07 10:37:15
628,TQGKAB,AOPCNY,Mindset digital,liderazgo,2022-11-24 09:57:42
629,YPEREB,RZBQVC,trabajo en equipo,eficiencia,2021-08-11 08:33:51
630,QIFFFW,OCRIHG,5S,flexibilidad,2021-02-10 08:39:19
631,UGJBEZ,JQFVBG,Mejor enfocada,integridad,2021-04-14 12:10:36
632,PKOKGH,FISWLE,5S,integridad,2020-04-06 13:46:14
633,SCEBLG,LMJATX,trabajo en equipo,liderazgo,2021-01-26 10:31:40
634,ZFSNEE,MDSLPF,Mejor enfocada,flexibilidad,2020-01-14 09:17:44
635,TJZCUB,CRLVKD,Gestión visual,flexibilidad,2021-10-13 16:37:09
636,GXGRWS,ACMRSR,Mejor enfocada,eficiencia,2022-12-16 15:22:16
637,ODRKER,GZTILD,Mindset digital,integridad,2022-05-02 08:59:09
638,SLTRCW,OALJGY,Mejor enfocada,flexibilidad,2022-12-06 10:35:06
639,MDEJQG,LRDAXO,Mindset digital,flexibilidad,2020-07-28 09:17:17
640,XKNINO,USOPPP,Mindset digital,liderazgo,2020-05-05 08:48:24
641,TJVMBD,QVGXTN,Mejor enfocada,flexibilidad,2022-06-02 10:52:55
642,XBWZWG,KQMIRF,Mejor enfocada,flexibilidad,2022-09-07 09:17:26
643,MMMROI,AVNCFG,Mejor enfocada,liderazgo,2021-10-25 15:58:53
644,RHLLVF,NUBWLD,Gestión visual,eficiencia,2021-10-04 12:52:12
645,IAINEP,BVNVRI,Mindset digital,eficiencia,2020-05-13 14:50:03
646,RXEKOY,EKJNGS,Mindset digital,liderazgo,2022-11-14 08:06:52
647,QBRDLY,GXGRWS,5S,eficiencia,2021-06-08 10:29:53
648,ZJTHTP,VGUJXS,Gestión visual,liderazgo,2020-01-21 15:03:21
649,UUSLBB,KLBYOH,Gestión visual,liderazgo,2021-01-26 08:20:17
650,OSDYJF,IJZCZD,Mindset digital,integridad,2022-02-10 10:44:01
651,ZFSNEE,GGCZIW,Gestión visual,flexibilidad,2021-06-14 15:29:58
652,YXITAI,WTEZZM,trabajo en equipo,liderazgo,2020-07-06 15:18:55
653,LRDAXO,GXGRWS,Mejor enfocada,eficiencia,2021-04-09 08:47:41
654,QOUKJT,MYMUVU,Mindset digital,integridad,2021-02-19 13:03:25
655,THIDGP,ADACNO,trabajo en equipo,flexibilidad,2020-09-01 08:32:52
656,MDSLPF,GYWCQG,trabajo en equipo,eficiencia,2020-06-01 08:42:33
657,YPEREB,IRQQGL,Mindset digital,integridad,2021-03-24 15:26:13
658,ZGFFFA,ZFSNEE,Mindset digital,flexibilidad,2022-06-08 13:21:16
659,WPQVQF,MELVYR,trabajo en equipo,flexibilidad,2022-03-01 15:37:13
660,GXGRWS,AICYGJ,5S,eficiencia,2022-09-28 08:03:24
661,ULHLQI,QBRDLY,5S,eficiencia,2020-02-12 10:15:40
662,UPALUH,JGDITO,Mejor enfocada,flexibilidad,2021-02-05 16:43:18
663,SKBQGD,PUJIAS,trabajo en equipo,eficiencia,2022-03-21 10:21:33
664,ZVRSPJ,PUJIAS,Mindset digital,eficiencia,2022-11-17 08:00:42
665,ZVRSPJ,YPEREB,Mindset digital,eficiencia,2020-12-09 14:25:39
666,USOPPP,KUIQQV,trabajo en equipo,liderazgo,2022-12-15 14:38:22
667,NCVITT,AVNCFG,Mejor enfocada,integridad,2021-03-22 10:02:07
668,WEAMZG,CSVDUZ,5S,integridad,2022-01-04 16:07:56
669,YPEREB,USOPPP,trabajo en equipo,liderazgo,2021-02-24 09:49:04
670,PDZTYG,FSGQEK,5S,liderazgo,2022-11-08 15:51:31
671,NCVITT,CGGPQA,Mindset digital,flexibilidad,2020-10-12 10:37:07
